,time,279,301,302,323,324,346,368,369,390,391,413,863,885,907,908,930,952,953,974,975,997,1019,1020,1042,998,257,347,436,931,886,414,976,280,392,325,1043,909,954,1021,370,303,999,437,348,932,415,887,977,393,281,326,1044,910,955,1066,1022,371,304,1000,438,349,933,416,978,888,394,1045,1067,327,282,1023,911,956,372,461,439,1001,305,350,417,934
0,0,0.3458000719547272,0.5051286816596985,0.20447511970996857,0.35204175114631653,0.5195491909980774,1.3259785175323486,0.5473881959915161,0.27728453278541565,0.2110041081905365,0.40556585788726807,0.31574496626853943,0.17640230059623718,0.2573584020137787,0.221824049949646,0.3322440981864929,0.6781588196754456,0.5633924007415771,0.34416213631629944,0.2569388151168823,0.7897751927375793,0.6670923233032227,0.28561997413635254,0.2542973756790161,0.23675188422203064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.34616053104400635,0.502729594707489,0.20606915652751923,0.34927353262901306,0.5235410928726196,1.33452308177948,0.5439094305038452,0.2794460356235504,0.20950274169445038,0.4074380397796631,0.31550198793411255,0.1766211986541748,0.25659868121147156,0.2203046679496765,0.3336606025695801,0.67757648229599,0.5587372779846191,0.34687045216560364,0.25482818484306335,0.7968878746032715,0.6653831601142883,0.28419700264930725,0.2558828592300415,0.23733164370059967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.34650513529777527,0.5003212690353394,0.2076689898967743,0.34652599692344666,0.5275638103485107,1.3427094221115112,0.5404404401779175,0.2816203236579895,0.20800544321537018,0.4093049168586731,0.31524550914764404,0.176833838224411,0.25583186745643616,0.2187892347574234,0.3350718319416046,0.676927387714386,0.5541275143623352,0.3495987355709076,0.2527307868003845,0.804069995880127,0.6636193990707397,0.2827724814414978,0.2574710547924042,0.23790375888347626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.3468337655067444,0.4979041516780853,0.20927464962005615,0.3437989056110382,0.5316176414489746,1.3504877090454102,0.5369815826416016,0.28380754590034485,0.2065122127532959,0.41116613149642944,0.3149756193161011,0.1770402044057846,0.25505807995796204,0.21727773547172546,0.3364775478839874,0.6762120127677917,0.5495624542236328,0.35234716534614563,0.25064799189567566,0.8113216161727905,0.6618022918701172,0.2813465893268585,0.25906193256378174,0.23846818506717682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.3471463620662689,0.49547886848449707,0.2108861356973648,0.3410920202732086,0.535702645778656,1.3578037023544312,0.5335333943367004,0.2860077917575836,0.20502306520938873,0.41302135586738586,0.31469234824180603,0.1772402673959732,0.25427743792533875,0.21577021479606628,0.3378776013851166,0.6754308938980103,0.5450416803359985,0.355116069316864,0.24857787787914276,0.8186426162719727,0.6599329113960266,0.2799193561077118,0.26065540313720703,0.2390248328447342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.3474428355693817,0.49304601550102234,0.21250349283218384,0.3384050726890564,0.5398190021514893,1.364599347114563,0.5300962328910828,0.28822121024131775,0.20353800058364868,0.4148702919483185,0.3143957853317261,0.1774340271949768,0.2534898519515991,0.21426665782928467,0.33927178382873535,0.6745845675468445,0.5405645370483398,0.3579055964946747,0.24652031064033508,0.8260331153869629,0.6580125093460083,0.27849096059799194,0.26225146651268005,0.2395736128091812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.3477230966091156,0.4906061589717865,0.21412673592567444,0.33573782444000244,0.5439668893814087,1.370813012123108,0.5266704559326172,0.2904479205608368,0.20205701887607574,0.41671261191368103,0.3140859305858612,0.17762143909931183,0.25269630551338196,0.212767094373703,0.34065985679626465,0.6736737489700317,0.5361305475234985,0.3607160747051239,0.24447514116764069,0.8334928154945374,0.6560423374176025,0.2770615220069885,0.26385000348091125,0.2401144802570343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.3479871451854706,0.48815980553627014,0.215755894780159,0.33309006690979004,0.5481463670730591,1.3763813972473145,0.5232564210891724,0.2926880419254303,0.20058012008666992,0.41854792833328247,0.313762903213501,0.17780248820781708,0.2518965005874634,0.2112715095281601,0.34204167127609253,0.6726990938186646,0.5317391753196716,0.3635477125644684,0.24244223535060883,0.8410215973854065,0.6540235877037048,0.2756310999393463,0.26545098423957825,0.2406473606824875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.3482348620891571,0.485707551240921,0.2173909693956375,0.3304615318775177,0.5523576140403748,1.3812406063079834,0.5198545455932617,0.2949416935443878,0.1991073191165924,0.4203759431838989,0.3134267330169678,0.17797715961933136,0.25109025835990906,0.20977993309497833,0.3434169888496399,0.6716611981391907,0.5273899435997009,0.36640074849128723,0.24042144417762756,0.8486191034317017,0.6519575715065002,0.27419987320899963,0.26705437898635864,0.24117214977741241,0.1748497635126114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,0.3484661877155304,0.48324987292289734,0.21903197467327118,0.3278520405292511,0.5566007494926453,1.3853288888931274,0.5164650678634644,0.2972090542316437,0.1976386159658432,0.42219629883766174,0.31307750940322876,0.17814545333385468,0.25027766823768616,0.2082923799753189,0.34478560090065,0.6705610156059265,0.5230821967124939,0.3692754805088043,0.23841267824172974,0.856285035610199,0.6498454809188843,0.2727678716182709,0.2686600685119629,0.2416888028383255,0.17645995318889618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
