,time,315,337,359,360,382,404,405,426,427,449,471,472,494,966,988,1010,1011,1032,1033,1034,1055,1056,1077,1078,1100,338,450,383,989,1101,1012,1079,428,361,1057,495,406,990,473,967,316,1035,451,339,384,1102,968,1013,1080,1124,429,362,1058,496,407,991,474,1036,946,452,1103,385,1125,340,1081,969,1014,430,497,519,1059,363,408,475,992,1037,1126,453,947,1104,386,341
0,0,4.251073360443115,3.734304904937744,3.0834386348724365,4.880945682525635,4.396214485168457,2.284080982208252,5.6277055740356445,2.0324795246124268,6.177145481109619,0.8767328262329102,1.3295440673828125,0.012970563024282455,0.48960426449775696,5.034567356109619,5.468254089355469,0.010458944365382195,4.382636070251465,0.5563616156578064,4.312096118927002,3.7459158897399902,1.4352562427520752,3.3037028312683105,1.2554128170013428,2.563589096069336,1.982759952545166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4.24676513671875,3.729149580001831,3.080671787261963,4.876317024230957,4.377281188964844,2.2864339351654053,5.627799987792969,2.0345852375030518,6.182181358337402,0.8847962617874146,1.3336460590362549,0.016142671927809715,0.49385011196136475,5.038537502288818,5.475148677825928,0.015401389449834824,4.38525390625,0.5570328831672668,4.31796407699585,3.74575138092041,1.4149445295333862,3.301084518432617,1.2513567209243774,2.5575385093688965,1.9780101776123047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,4.242453575134277,3.7240164279937744,3.077929735183716,4.871647357940674,4.358125686645508,2.2887320518493652,5.627894878387451,2.0366718769073486,6.187289714813232,0.8928524851799011,1.3377288579940796,0.019332649186253548,0.49810418486595154,5.042522430419922,5.482043743133545,0.02028881199657917,4.387894153594971,0.5576980710029602,4.323959827423096,3.7455852031707764,1.3954519033432007,3.298438787460327,1.2473442554473877,2.551457166671753,1.9732671976089478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,4.238139629364014,3.7189059257507324,3.075211763381958,4.866936206817627,4.3387579917907715,2.2909772396087646,5.62799072265625,2.0387394428253174,6.192471981048584,0.9009004831314087,1.3417924642562866,0.02254060097038746,0.5023663640022278,5.046522617340088,5.4889373779296875,0.02512192726135254,4.390557289123535,0.5583572387695312,4.330087661743164,3.745417833328247,1.3767439126968384,3.295764684677124,1.2433747053146362,2.5453453063964844,1.9685308933258057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,4.233822345733643,3.713817596435547,3.0725176334381104,4.862183570861816,4.31919002532959,2.2931711673736572,5.628086566925049,2.040787935256958,6.19773006439209,0.9089392423629761,1.345836877822876,0.02576662041246891,0.5066365599632263,5.050538539886475,5.4958295822143555,0.029901431873440742,4.393243312835693,0.5590105056762695,4.336350917816162,3.745248794555664,1.3587864637374878,3.2930619716644287,1.2394475936889648,2.539203405380249,1.9638017416000366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,4.229503154754639,3.708752155303955,3.0698471069335938,4.857388973236084,4.29943323135376,2.2953155040740967,5.628183364868164,2.042818069458008,6.203065395355225,0.9169677495956421,1.3498620986938477,0.029010802507400513,0.5109146237373352,5.054569244384766,5.502719879150391,0.034628018736839294,4.3959527015686035,0.5596579909324646,4.34275484085083,3.7450785636901855,1.3415462970733643,3.290330171585083,1.2355624437332153,2.533031702041626,1.959079623222351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,4.2251811027526855,3.703709125518799,3.067199945449829,4.8525519371032715,4.279501438140869,2.2974119186401367,5.628281116485596,2.044829845428467,6.208478927612305,0.9249851107597351,1.3538682460784912,0.03227325156331062,0.5152004361152649,5.058615207672119,5.509607315063477,0.03930237889289856,4.398685455322266,0.5602996945381165,4.349302291870117,3.7449066638946533,1.32499098777771,3.287569046020508,1.2317185401916504,2.526829957962036,1.9543650150299072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,4.2208571434021,3.6986889839172363,3.0645759105682373,4.847671985626221,4.259407043457031,2.29946231842041,5.6283793449401855,2.046823740005493,6.213972091674805,0.932990312576294,1.3578550815582275,0.035554058849811554,0.5194939374923706,5.062676429748535,5.516491889953613,0.043925195932388306,4.401442050933838,0.5609357953071594,4.355998992919922,3.7447333335876465,1.309089183807373,3.284777879714966,1.2279154062271118,2.520599126815796,1.9496580362319946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,4.216531276702881,3.6936917304992676,3.0619747638702393,4.842749118804932,4.239165306091309,2.3014676570892334,5.628478050231934,2.048799514770508,6.219546318054199,0.9409823417663574,1.3618228435516357,0.038853324949741364,0.5237948894500732,5.0667524337768555,5.523371696472168,0.04849714785814285,4.4042229652404785,0.5615663528442383,4.362848281860352,3.744558334350586,1.293810486793518,3.281956434249878,1.2241525650024414,2.514338970184326,1.9449588060379028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
