,time,1,2,24,46,47,68,69,91,113,114,136,158,630,652,653,674,675,697,719,720,741,742,764,1576,698,787,92,765,608,25,743,1577,676,70,159,631,137,721,3,115,48,654,788,699,766,93,26,744,160,71,677,1578,138,632,722,4,116,49,789,655,700,767,94,27,745,161,72,678,139,633,723,117,50,5,790,812,656,768,701,95
0,0,3.3374130725860596,4.788315773010254,4.417978286743164,2.953011989593506,-99.0,2.2669904232025146,5.777649879455566,0.6827130317687988,1.3737051486968994,6.1271209716796875,0.35647669434547424,0.8334351778030396,-99.0,6.016604423522949,-99.0,0.34371769428253174,-99.0,5.705041408538818,1.0227161645889282,-99.0,1.0982766151428223,-99.0,2.0397984981536865,3.8941242694854736,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1,1,3.3339967727661133,4.784339904785156,4.408425807952881,2.946849822998047,-99.0,2.2682547569274902,5.77918004989624,0.694766104221344,1.3789149522781372,6.129737854003906,0.3610767722129822,0.8376111388206482,-99.0,6.022229194641113,-99.0,0.34564146399497986,-99.0,5.746278285980225,1.019362211227417,-99.0,1.0961335897445679,-99.0,2.033553123474121,3.889726400375366,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
2,2,3.3306031227111816,4.780340671539307,4.3988165855407715,2.940843105316162,-99.0,2.2695040702819824,5.780736923217773,0.7068670392036438,1.3840923309326172,6.132373332977295,0.3656943142414093,0.8417834639549255,-99.0,6.027815818786621,-99.0,0.3475475311279297,-99.0,5.786270618438721,1.0160638093948364,-99.0,1.0940073728561401,-99.0,2.0273168087005615,3.885338544845581,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
3,3,3.3272321224212646,4.776317596435547,4.389150619506836,2.9349863529205322,-99.0,2.2707390785217285,5.782320499420166,0.719012439250946,1.3892371654510498,6.135026931762695,0.37032920122146606,0.8459519743919373,-99.0,6.033365249633789,-99.0,0.3494361937046051,-99.0,5.824953079223633,1.0128196477890015,-99.0,1.0918976068496704,-99.0,2.021089792251587,3.880960702896118,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
4,4,3.3238837718963623,4.772270679473877,4.379430294036865,2.929274559020996,-99.0,2.2719597816467285,5.783931255340576,0.7311992049217224,1.3943496942520142,6.137700080871582,0.3749813735485077,0.8501166105270386,-99.0,6.038876533508301,-99.0,0.3513076603412628,-99.0,5.862279415130615,1.009628415107727,-99.0,1.0898042917251587,-99.0,2.0148725509643555,3.8765933513641357,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
5,5,3.3205575942993164,4.768200397491455,4.369656085968018,2.9237029552459717,-99.0,2.2731666564941406,5.7855706214904785,0.7434238195419312,1.3994297981262207,6.140391826629639,0.379650741815567,0.8542772531509399,-99.0,6.044350624084473,-99.0,0.35316213965415955,-99.0,5.898221015930176,1.0064889192581177,-99.0,1.0877271890640259,-99.0,2.0086655616760254,3.872236490249634,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
6,6,3.317253828048706,4.764105796813965,4.359830379486084,2.9182662963867188,-99.0,2.274359703063965,5.787239074707031,0.7556828856468201,1.404477596282959,6.143102645874023,0.3843371868133545,0.858433723449707,5.41207218170166,6.0497870445251465,-99.0,0.3549998700618744,-99.0,5.932766914367676,1.0033999681472778,-99.0,1.0856660604476929,-99.0,2.002469301223755,3.8678901195526123,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
7,7,3.313971996307373,4.7599873542785645,4.349953651428223,2.9129605293273926,-99.0,2.2755391597747803,5.788937568664551,0.7679729461669922,1.4094932079315186,6.1458330154418945,0.38904061913490295,0.8625859022140503,5.417412281036377,6.055185794830322,-99.0,0.35682108998298645,-99.0,5.96591854095459,1.0003604888916016,-99.0,1.0836209058761597,-99.0,1.9962842464447021,3.8635544776916504,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
8,8,3.3107118606567383,4.755845069885254,4.340028285980225,2.907780885696411,-99.0,2.276705503463745,5.790666580200195,0.7802903652191162,1.414476752281189,6.148582935333252,0.3937609791755676,0.8667336702346802,5.422757148742676,6.060547351837158,-99.0,0.35862600803375244,-99.0,5.997691631317139,0.9973692893981934,-99.0,1.0815913677215576,-99.0,1.9901107549667358,3.859229803085327,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
