,time,879,901,902,923,924,945,946,968,969,990,991,1013,1035,1036,1058,1350,1372,1394,1395,1416,1417,1439,1440,1461,1462,1484,1506,1507,1528,1529,1551,1573,947,1014,1485,1574,880,1081,1552,1418,1373,992,925,1463,1059,1530,970,1037,1508,903,858,1396,1441,1351,1015,948,1486,1575,1082,1553,881,993,1419,1374,926,1060,1531,1464,971,1038,1509,904,1397,859,1442,1016,1352,949,1576,1487,1105,1083,1554,882,994,1420,927,1061,1375,1532,1465,972,1039,1510,905,1398,1443,860,1017,1577,1106,950,2,1488,1353,1084,1555
0,0,0.21891529858112335,0.4329792261123657,0.23335687816143036,0.5476938486099243,0.5644451975822449,0.3380216360092163,1.4150359630584717,0.5608742237091064,0.3071063756942749,0.22520391643047333,0.5068135857582092,0.43142953515052795,0.22067803144454956,0.2331487089395523,0.2518809735774994,0.183439239859581,0.2994178831577301,0.29821595549583435,0.22623132169246674,0.18340881168842316,0.49219030141830444,0.685218095779419,0.20317281782627106,0.3931416869163513,0.503697395324707,1.2112656831741333,0.6032834649085999,0.2535497844219208,0.25234511494636536,0.3829057812690735,0.33382904529571533,0.185402974486351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.21979647874832153,0.43335363268852234,0.23515215516090393,0.5445674657821655,0.5689385533332825,0.33533966541290283,1.4207545518875122,0.556850016117096,0.30949580669403076,0.2235003560781479,0.5094167590141296,0.4307350218296051,0.21953658759593964,0.23436294496059418,0.25212663412094116,0.18414776027202606,0.2993238568305969,0.2967578172683716,0.22759021818637848,0.1818840354681015,0.4937911927700043,0.6815472841262817,0.2048862874507904,0.3900304138660431,0.5077769756317139,1.2202186584472656,0.5995357036590576,0.25560304522514343,0.25067567825317383,0.3850029706954956,0.33407294750213623,0.18489842116832733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.22067326307296753,0.43370360136032104,0.2369554042816162,0.5414408445358276,0.5734701752662659,0.33267757296562195,1.4255398511886597,0.552849531173706,0.3119010031223297,0.22180360555648804,0.5120146870613098,0.43001875281333923,0.21839380264282227,0.2355761080980301,0.2523629069328308,0.1848522424697876,0.2992173731327057,0.29529818892478943,0.22895026206970215,0.18036505579948425,0.4953709840774536,0.6778583526611328,0.20660780370235443,0.38694483041763306,0.5118940472602844,1.2290338277816772,0.5957929491996765,0.2576678395271301,0.2490108460187912,0.3871011734008789,0.33430159091949463,0.18438820540905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.22154557704925537,0.4340290427207947,0.2387666553258896,0.5383145213127136,0.5780404210090637,0.33003512024879456,1.429290771484375,0.5488728284835815,0.3143221437931061,0.220113605260849,0.5146069526672363,0.42928093671798706,0.2172497808933258,0.23678812384605408,0.25258973240852356,0.18555262684822083,0.29909849166870117,0.29383721947669983,0.23031136393547058,0.17885184288024902,0.4969291090965271,0.6741527915000916,0.20833739638328552,0.38388463854789734,0.5160489082336426,1.237690806388855,0.5920559167861938,0.25974440574645996,0.24735064804553986,0.3892001807689667,0.33451491594314575,0.18387238681316376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.2224133312702179,0.4343298077583313,0.24058596789836884,0.535189151763916,0.5826494693756104,0.32741206884384155,1.431918740272522,0.5449201464653015,0.3167593777179718,0.21843034029006958,0.5171927809715271,0.4285218119621277,0.21610456705093384,0.23799894750118256,0.252807080745697,0.18624883890151978,0.2989672124385834,0.29237499833106995,0.2316734790802002,0.17734438180923462,0.49846506118774414,0.6704321503639221,0.21007515490055084,0.3808494806289673,0.5202420949935913,1.2461681365966797,0.5883254408836365,0.2618328928947449,0.245695099234581,0.3912997245788574,0.3347128629684448,0.18335102498531342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.22327645123004913,0.43460580706596375,0.24241340160369873,0.5320653319358826,0.5872975587844849,0.32480818033218384,1.4333560466766357,0.5409915447235107,0.3192128837108612,0.216753751039505,0.5197716951370239,0.4277415871620178,0.21495823562145233,0.23920845985412598,0.2530148923397064,0.18694084882736206,0.2988235652446747,0.2909117043018341,0.2330365628004074,0.17584261298179626,0.49997830390930176,0.6666978597640991,0.21182113885879517,0.377839058637619,0.524474024772644,1.2544419765472412,0.5846021175384521,0.263933390378952,0.2440441995859146,0.39339959621429443,0.33489540219306946,0.18282417953014374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.22413484752178192,0.43485695123672485,0.24424898624420166,0.5289437174797058,0.5919849276542664,0.3222231864929199,1.433563470840454,0.537087082862854,0.321682870388031,0.21508385241031647,0.5223430395126343,0.42694053053855896,0.21381086111068726,0.24041660130023956,0.25321319699287415,0.18762856721878052,0.2986675798892975,0.2894473671913147,0.23440055549144745,0.0,0.501468300819397,0.6629514098167419,0.21357540786266327,0.3748530149459839,0.528745174407959,1.2624870538711548,0.580886721611023,0.26604601740837097,0.24239800870418549,0.395499587059021,0.33506250381469727,0.18229186534881592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.2249884307384491,0.4350831210613251,0.2460927665233612,0.525824785232544,0.5967117547988892,0.3196569085121155,1.4325350522994995,0.5332068204879761,0.32416948676109314,0.2134205549955368,0.5249061584472656,0.4261188805103302,0.2126625031232834,0.24162328243255615,0.25340208411216736,0.18831196427345276,0.2984992563724518,0.28798219561576843,0.23576539754867554,0.0,0.5029345154762268,0.6591941118240356,0.21533803641796112,0.371891051530838,0.5330559611320496,1.2702763080596924,0.5771797895431519,0.26817095279693604,0.24075649678707123,0.39759939908981323,0.33521410822868347,0.18175417184829712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.2258371263742447,0.435284286737442,0.24794481694698334,0.5227090716362,0.6014782786369324,0.317109078168869,1.4302990436553955,0.5293508768081665,0.32667291164398193,0.2117638736963272,0.5274604558944702,0.42527684569358826,0.2115132212638855,0.24282842874526978,0.2535814344882965,0.18899096548557281,0.29831868410110474,0.2865162491798401,0.2371310144662857,0.0,0.5043764710426331,0.6554273962974548,0.2171090841293335,0.36895281076431274,0.537406861782074,1.2777804136276245,0.5734820365905762,0.270308256149292,0.23911969363689423,0.39969879388809204,0.3353501558303833,0.18121114373207092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
