,time,1,2,24,46,47,68,69,91,113,114,136,158,630,652,653,674,675,697,719,720,741,742,764,1576,698,787,92,765,608,25,743,1577,676,70,159,631,137,721,3,115,48,654,788,699,766,93,26,744,160,71,677,1578,138,632,722,4,116,49,789,655,700,767,94,27,745,161,72,678,139,633,723,117,50,5,790,812,656,768,701,95
0,0,0.24998097121715546,0.26317402720451355,0.6126255989074707,0.8065509796142578,-99.0,0.36578428745269775,0.543569028377533,0.7214981317520142,0.3595106601715088,0.2197953760623932,0.26586809754371643,0.18939031660556793,-99.0,0.39702335000038147,-99.0,0.2847713530063629,-99.0,1.27778959274292,0.5580880045890808,-99.0,0.22091145813465118,-99.0,0.3721628487110138,0.2229810655117035,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1,1,0.2484889030456543,0.26449477672576904,0.6142589449882507,0.7997006177902222,-99.0,0.3629020154476166,0.5481456518173218,0.722611665725708,0.3579983711242676,0.22136077284812927,0.2667325437068939,0.18920180201530457,-99.0,0.39535874128341675,-99.0,0.2826133370399475,-99.0,1.273697018623352,0.5536760091781616,-99.0,0.21922215819358826,-99.0,0.37183091044425964,0.2224797010421753,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
2,2,0.24699856340885162,0.2658137083053589,0.6158483028411865,0.7929028868675232,-99.0,0.360042005777359,0.5527689456939697,0.7236488461494446,0.35648012161254883,0.2229308784008026,0.26759016513824463,0.189006507396698,-99.0,0.39368680119514465,-99.0,0.28046751022338867,-99.0,1.2691501379013062,0.5493014454841614,-99.0,0.21753956377506256,-99.0,0.3714808225631714,0.22197102010250092,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
3,3,0.2455100268125534,0.2671307325363159,0.6173928380012512,0.7861583828926086,-99.0,0.35720399022102356,0.5574396252632141,0.724608838558197,0.3549560606479645,0.22450567781925201,0.2684408724308014,0.18880444765090942,-99.0,0.39200788736343384,-99.0,0.27833378314971924,-99.0,1.2641741037368774,0.544964075088501,-99.0,0.2158636450767517,-99.0,0.3711126744747162,0.22145512700080872,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
4,4,0.24402333796024323,0.26844578981399536,0.6188915371894836,0.7794676423072815,-99.0,0.35438773036003113,0.5621582865715027,0.7254908084869385,0.353426456451416,0.22608518600463867,0.26928451657295227,0.18859563767910004,-99.0,0.390322208404541,-99.0,0.27621203660964966,-99.0,1.2587950229644775,0.5406635999679565,-99.0,0.21419434249401093,-99.0,0.3707265555858612,0.22093205153942108,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
5,5,0.24253855645656586,0.2697587013244629,0.6203435659408569,0.7728311419487,-99.0,0.35159292817115784,0.5669256448745728,0.7262939810752869,0.35189154744148254,0.2276693880558014,0.2701210379600525,0.18838012218475342,-99.0,0.38863012194633484,-99.0,0.27410218119621277,-99.0,1.253039002418518,0.5363997220993042,-99.0,0.2125316709280014,-99.0,0.370322585105896,0.22040188312530518,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
6,6,0.24105574190616608,0.2710690498352051,0.6217480897903442,0.7662492394447327,-99.0,0.3488193154335022,0.5717422962188721,0.7270177006721497,0.3503515124320984,0.22925828397274017,0.2709500193595886,0.18815791606903076,0.2977850139141083,0.386931836605072,-99.0,0.272004097700119,-99.0,1.2469325065612793,0.5321721434593201,-99.0,0.21087555587291718,-99.0,0.3699008822441101,0.21986466646194458,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
7,7,0.23957495391368866,0.2723763585090637,0.6231042742729187,0.7597222328186035,-99.0,0.3460666537284851,0.5766088962554932,0.7276612520217896,0.34880658984184265,0.23085187375545502,0.2717711627483368,0.18792903423309326,0.2980077266693115,0.3852277100086212,-99.0,0.26991719007492065,-99.0,1.2405011653900146,0.5279805660247803,-99.0,0.20922596752643585,-99.0,0.3694615066051483,0.21932047605514526,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
8,8,0.238096222281456,0.27368131279945374,0.6244112849235535,0.7532504796981812,-99.0,0.3433346748352051,0.5815262198448181,0.7282240986824036,0.34725698828697205,0.23245012760162354,0.2725849449634552,0.1876935213804245,0.29821810126304626,0.3835179805755615,-99.0,0.2678406238555908,-99.0,1.2337706089019775,0.5238246321678162,-99.0,0.20758290588855743,-99.0,0.36900460720062256,0.218769371509552,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
