,time,812,834,856,857,878,879,901,902,923,924,946,1418,1440,1441,1462,1463,1485,1486,1507,1508,1529,1530,1552,1574,1575,1553,0,880,835,1531,947,858,1464,925,1509,1419,903,1576,836,1,813,1554,1442,1487,881,948,970,1532,814,859,926,1465,1510,2,904,1420,1577,837,792,1555,1488,882,1443,971,949,1533,815,860,927,1466,3,1511,905,1578,838,1421,1556,972,883,793,1489,1444,950,1534
0,0,0.23734213411808014,0.4861205220222473,0.5611340999603271,-99.0,0.30108073353767395,0.6958630084991455,0.9548652172088623,0.297093003988266,0.3809327483177185,0.35011574625968933,0.230904683470726,-99.0,0.29640963673591614,-99.0,0.21247859299182892,-99.0,0.8735671639442444,-99.0,0.47128066420555115,-99.0,0.1949821561574936,0.7586076855659485,0.45520177483558655,0.19440653920173645,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1,1,0.23820587992668152,0.486150324344635,0.5571432709693909,-99.0,0.2986324429512024,0.7021679282188416,0.9527230858802795,0.29914143681526184,0.3787764608860016,0.35107219219207764,0.23048201203346252,-99.0,0.29510536789894104,-99.0,0.21080414950847626,-99.0,0.8689448833465576,-99.0,0.46742013096809387,-99.0,0.19329655170440674,0.7628268003463745,0.45389169454574585,0.19337885081768036,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
2,2,0.23906415700912476,0.48614829778671265,0.5531744956970215,-99.0,0.29620161652565,0.7085447311401367,0.9504208564758301,0.3011986315250397,0.37662333250045776,0.3520165681838989,0.23005150258541107,0.24036414921283722,0.29379746317863464,-99.0,0.2091367095708847,-99.0,0.864260733127594,-99.0,0.463596373796463,-99.0,0.19161884486675262,0.767013669013977,0.45256197452545166,0.19234949350357056,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
3,3,0.2399168461561203,0.4861144423484802,0.5492278933525085,-99.0,0.29378801584243774,0.7149941921234131,0.9479621052742004,0.30326464772224426,0.37447354197502136,0.35294872522354126,0.22961322963237762,0.2403612583875656,0.2924860119819641,-99.0,0.20747621357440948,-99.0,0.8595187664031982,-99.0,0.459808886051178,-99.0,0.18994899094104767,0.7711657881736755,0.451213002204895,0.19131852686405182,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
4,4,0.240763857960701,0.48604875802993774,0.5453037023544312,-99.0,0.29139143228530884,0.7215172648429871,0.9453507661819458,0.305339515209198,0.3723272681236267,0.35386842489242554,0.22916725277900696,0.24034911394119263,0.29117122292518616,-99.0,0.2058226317167282,-99.0,0.8547229766845703,-99.0,0.4560571014881134,-99.0,0.1882869154214859,0.7752804756164551,0.44984519481658936,0.19028601050376892,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
5,5,0.24160508811473846,0.48595130443573,0.5414020419120789,-99.0,0.2890116572380066,0.7281147837638855,0.9425907731056213,0.3074232339859009,0.37018463015556335,0.3547755181789398,0.22871360182762146,0.24032773077487946,0.28985315561294556,-99.0,0.2041759341955185,-99.0,0.8498772382736206,-99.0,0.4523405432701111,-99.0,0.18663254380226135,0.7793551683425903,0.4484589695930481,0.18925201892852783,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
6,6,0.24244046211242676,0.48582208156585693,0.537523090839386,-99.0,0.2866484820842743,0.7347877621650696,0.9396863579750061,0.3095158040523529,0.3680458068847656,0.355669766664505,0.2282523512840271,0.2402971088886261,0.288532018661499,-99.0,0.20253604650497437,-99.0,0.8449853658676147,-99.0,0.44865867495536804,-99.0,0.18498581647872925,0.7833871841430664,0.4470547139644623,0.18821659684181213,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
7,7,0.24326986074447632,0.4856611490249634,0.5336669683456421,-99.0,0.2843017280101776,0.7415369153022766,0.9366416931152344,0.31161725521087646,0.36591097712516785,0.35655099153518677,0.22778357565402985,0.24025723338127136,0.28720787167549133,-99.0,0.20090295374393463,-99.0,0.8400509357452393,-99.0,0.44501104950904846,-99.0,0.1833466738462448,0.7873736023902893,0.4456328749656677,0.1871798187494278,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
8,8,0.24409319460391998,0.4854685962200165,0.5298337936401367,-99.0,0.28197112679481506,0.7483632564544678,0.9334612488746643,0.31372758746147156,0.3637802302837372,0.3574190139770508,0.2273073047399521,0.24020813405513763,0.2858809232711792,-99.0,0.19927659630775452,-99.0,0.8350776433944702,-99.0,0.44139713048934937,-99.0,0.18171507120132446,0.7913117408752441,0.44419384002685547,0.1861417144536972,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
